id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
47361,Women Tshirts,8,6,8,2,10,13,5,6,3,7,4
30109,Kurtis,9,3,0,3,1,7,3,4,8,10,4
11131,Sarees,10,8,14,9,0,12,3,4,10,8,3
54942,Women Tops & Tunics,10,7,3,2,11,0,6,8,5,11,2
50074,Women Tshirts,8,17,8,8,10,13,5,6,3,7,4
4128,Men Tshirts,5,2,9,7,16,10,3,4,3,7,4
54421,Women Tops & Tunics,10,8,6,8,7,7,3,4,3,9,4
60975,Women Tops & Tunics,10,0,8,8,11,0,6,8,8,11,5
60069,Women Tops & Tunics,10,0,6,8,7,0,6,4,2,7,4
64256,Women Tops & Tunics,10,0,8,2,7,7,3,4,3,7,4
66781,Women Tops & Tunics,10,13,3,6,7,0,3,4,3,9,4
50487,Women Tshirts,8,8,8,8,7,13,3,4,3,7,4
57489,Women Tops & Tunics,10,8,6,6,11,0,0,1,3,7,2
62247,Women Tops & Tunics,10,1,6,6,7,7,3,4,5,7,2
34203,Women Tshirts,8,2,8,4,10,3,0,6,3,7,4
26338,Kurtis,9,1,0,3,1,6,6,8,8,10,4
1396,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
53155,Women Tops & Tunics,10,17,3,2,17,0,6,8,2,11,2
12657,Sarees,10,15,13,6,5,8,1,10,10,0,3
34908,Women Tshirts,8,18,8,2,10,9,2,6,3,7,4
48743,Women Tshirts,8,2,8,6,10,13,3,6,3,7,4
55133,Women Tops & Tunics,10,11,6,6,7,0,3,4,3,7,4
25896,Kurtis,9,13,11,3,1,6,0,1,8,10,4
68565,Women Tops & Tunics,10,8,6,8,7,7,6,8,2,7,2
4238,Men Tshirts,5,17,7,10,12,10,3,4,3,7,4
25866,Kurtis,9,0,11,3,1,6,0,1,8,10,4
64993,Women Tops & Tunics,10,0,3,8,11,0,6,8,5,7,2
25688,Sarees,10,8,14,9,0,12,3,4,10,8,3
1989,Men Tshirts,5,0,9,10,12,5,3,4,3,7,4
50349,Women Tshirts,8,17,8,6,10,7,3,4,3,7,4
26615,Kurtis,9,8,0,1,8,6,6,8,8,10,4
65663,Women Tops & Tunics,10,17,3,8,11,0,4,1,8,11,7
10882,Sarees,10,8,13,0,5,14,3,4,10,3,3
37738,Women Tshirts,8,6,8,2,2,2,5,6,3,7,4
6606,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
10221,Sarees,10,8,14,0,2,12,3,11,10,3,3
50829,Women Tshirts,8,17,6,8,7,7,3,4,3,7,4
64706,Women Tops & Tunics,10,17,8,2,11,7,4,4,5,11,4
54531,Women Tops & Tunics,10,2,8,8,11,0,4,1,8,11,4
22227,Sarees,10,8,14,9,0,12,3,4,10,8,8
40084,Women Tshirts,8,11,8,2,10,4,5,6,3,7,4
19646,Sarees,10,15,13,0,5,8,1,10,10,7,3
67058,Women Tops & Tunics,10,0,6,2,11,0,3,8,3,7,2
8872,Sarees,10,15,13,9,5,8,1,10,10,7,3
26387,Kurtis,9,0,0,3,1,2,0,1,8,10,4
43696,Women Tshirts,8,2,8,8,10,13,5,6,3,7,4
61188,Women Tops & Tunics,10,13,8,8,11,7,4,1,2,7,4
1763,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
12595,Sarees,10,14,13,0,5,12,3,4,10,3,3
36375,Women Tshirts,8,6,8,8,2,2,5,6,3,7,4
2681,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
62050,Women Tops & Tunics,10,2,6,8,7,7,0,2,3,7,4
55331,Women Tops & Tunics,10,18,3,2,17,0,6,8,2,11,2
14827,Sarees,10,8,14,6,2,1,3,11,10,3,3
28430,Kurtis,9,0,0,1,1,6,3,8,5,10,4
19568,Sarees,10,8,14,9,0,12,3,4,10,6,8
25447,Sarees,10,15,13,9,5,8,1,10,10,0,3
17862,Sarees,10,8,2,6,2,8,3,11,10,3,3
48507,Women Tshirts,8,2,8,6,7,7,5,4,3,7,4
55867,Women Tops & Tunics,10,18,3,8,11,0,6,8,2,11,0
53975,Women Tops & Tunics,10,2,8,6,11,0,6,8,5,11,4
57868,Women Tops & Tunics,10,5,8,2,17,8,6,8,2,11,4
22325,Sarees,10,15,13,9,5,8,1,10,10,7,3
11247,Sarees,10,8,14,9,0,8,3,4,10,1,3
28349,Kurtis,9,0,0,1,1,7,6,8,6,12,4
6877,Men Tshirts,5,8,9,6,2,10,3,4,3,7,4
28979,Kurtis,9,13,6,1,1,7,6,8,8,10,4
39893,Women Tshirts,8,2,6,2,10,9,5,6,3,7,4
10805,Sarees,10,15,13,9,5,8,1,10,10,0,3
28151,Kurtis,9,0,0,3,1,7,6,8,6,12,4
6904,Men Tshirts,5,8,6,7,7,7,3,4,3,7,4
65821,Women Tops & Tunics,10,8,6,8,11,7,6,4,5,9,4
12316,Sarees,10,15,14,9,18,8,3,4,10,6,3
44582,Women Tshirts,8,8,8,6,10,9,3,4,3,7,4
1844,Men Tshirts,5,2,9,6,16,10,3,4,3,7,4
60806,Women Tops & Tunics,10,13,3,8,4,0,6,8,5,11,4
65830,Women Tops & Tunics,10,13,1,2,11,0,4,9,2,11,4
13110,Sarees,10,8,14,9,18,8,3,4,10,5,3
25070,Sarees,10,8,14,9,18,8,3,4,10,6,3
68134,Women Tops & Tunics,10,18,3,2,7,7,6,8,3,3,2
12133,Sarees,10,2,14,0,2,12,3,11,10,5,3
61997,Women Tops & Tunics,10,0,6,8,7,0,6,8,3,7,4
16833,Sarees,10,2,2,6,2,12,3,11,10,3,3
21309,Sarees,10,14,13,9,5,12,3,7,10,5,3
12982,Sarees,10,15,14,9,0,8,1,10,10,8,3
29038,Kurtis,9,13,0,6,1,7,6,8,8,10,4
53781,Women Tops & Tunics,10,18,3,8,11,0,6,8,2,11,4
30938,Kurtis,9,13,6,6,7,2,3,4,5,10,4
21574,Sarees,10,15,13,0,5,8,1,10,10,7,3
52728,Women Tops & Tunics,10,6,6,8,2,7,0,4,8,7,4
43444,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
8013,Sarees,10,15,13,0,2,1,3,7,10,5,3
38365,Women Tshirts,8,0,8,8,10,9,5,6,3,7,4
68116,Women Tops & Tunics,10,8,6,6,7,7,3,8,2,7,4
39481,Women Tshirts,8,0,8,8,10,2,5,6,3,7,4
47476,Women Tshirts,8,17,8,6,7,7,3,4,1,7,4
2604,Men Tshirts,5,0,9,7,2,10,3,4,3,7,4
53868,Women Tops & Tunics,10,1,8,2,11,0,4,9,5,11,7
70117,Women Tops & Tunics,10,8,3,6,4,0,4,4,3,7,4
47426,Women Tshirts,8,8,6,6,7,9,5,4,3,7,4
66735,Women Tops & Tunics,10,8,3,6,14,0,3,4,3,9,4
46758,Women Tshirts,8,17,8,2,10,9,5,6,3,7,4
19872,Sarees,10,15,13,9,5,8,1,10,10,7,3
19001,Sarees,10,15,13,6,5,8,1,10,10,0,3
51950,Women Tops & Tunics,10,17,2,8,11,0,4,1,8,11,4
62679,Women Tops & Tunics,10,18,1,2,11,0,4,9,5,11,4
1380,Men Tshirts,5,6,9,7,2,10,3,4,3,7,4
63588,Women Tops & Tunics,10,10,3,2,4,0,0,8,5,3,2
12876,Sarees,10,8,13,6,2,14,0,4,1,3,3
65318,Women Tops & Tunics,10,5,3,8,7,0,6,8,3,11,2
36930,Women Tshirts,8,11,8,2,10,4,0,6,3,7,4
64437,Women Tops & Tunics,10,8,3,6,7,0,4,4,3,9,4
43599,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
30033,Kurtis,9,11,6,6,1,7,0,4,5,10,4
62994,Women Tops & Tunics,10,8,6,6,4,7,3,4,3,7,4
16228,Sarees,10,15,14,9,0,8,0,10,10,8,3
14438,Sarees,10,15,14,0,2,8,3,11,7,13,3
65423,Women Tops & Tunics,10,5,2,2,11,0,4,9,5,11,5
24568,Sarees,10,15,13,9,5,8,1,10,10,0,3
42491,Women Tshirts,8,2,8,8,10,13,5,6,1,7,4
12259,Sarees,10,15,13,0,5,1,3,7,1,5,3
60913,Women Tops & Tunics,10,6,2,8,11,0,6,8,2,11,1
62010,Women Tops & Tunics,10,2,3,8,4,0,6,8,8,3,4
67567,Women Tops & Tunics,10,0,8,8,11,0,4,9,5,11,6
13550,Sarees,10,8,14,9,0,12,3,4,10,6,8
57025,Women Tops & Tunics,10,2,8,2,7,7,3,4,3,7,4
68086,Women Tops & Tunics,10,2,3,2,11,0,4,5,6,12,4
61616,Women Tops & Tunics,10,2,3,6,7,7,3,4,3,7,4
55107,Women Tops & Tunics,10,17,1,2,11,0,4,3,5,11,4
36531,Women Tshirts,8,6,8,4,10,2,5,6,3,7,4
54097,Women Tops & Tunics,10,5,3,8,11,0,6,8,5,7,2
5174,Men Tshirts,5,17,9,7,16,10,3,4,3,7,4
39602,Women Tshirts,8,2,8,8,10,3,5,6,3,7,4
47174,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
31599,Kurtis,9,13,6,6,1,7,3,8,8,10,4
48166,Women Tshirts,8,2,6,2,7,7,3,4,3,7,4
4289,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
37526,Women Tshirts,8,6,8,8,2,2,5,6,3,7,4
36151,Women Tshirts,8,0,8,4,10,3,5,6,3,7,4
47828,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
19564,Sarees,10,15,13,5,5,8,1,10,10,7,3
59922,Women Tops & Tunics,10,0,3,2,11,0,4,9,6,12,4
55958,Women Tops & Tunics,10,0,1,2,11,0,4,9,5,11,1
30309,Kurtis,9,5,6,6,1,7,3,4,8,10,4
21729,Sarees,10,8,13,6,5,14,3,4,3,7,3
25545,Sarees,10,15,14,9,0,8,1,10,10,6,3
54008,Women Tops & Tunics,10,8,6,8,7,7,3,1,3,7,4
24362,Sarees,10,15,14,9,18,12,1,10,10,5,8
12024,Sarees,10,15,13,9,5,8,1,10,10,0,3
28447,Kurtis,9,18,0,1,8,7,0,4,8,10,4
10375,Sarees,10,8,14,9,0,8,3,4,10,4,3
29922,Kurtis,9,0,6,6,1,7,0,4,8,10,4
9773,Sarees,10,8,13,0,2,14,3,4,10,3,3
15254,Sarees,10,15,14,9,0,8,1,10,10,6,3
9058,Sarees,10,8,13,0,2,12,3,4,10,5,3
4496,Men Tshirts,5,0,9,10,12,10,3,4,3,7,4
44152,Women Tshirts,8,6,8,8,10,13,5,6,3,7,4
37879,Women Tshirts,8,6,8,8,10,3,5,6,3,7,4
41539,Women Tshirts,8,2,8,8,10,3,5,6,3,7,4
34023,Women Tshirts,8,17,4,4,10,3,0,6,3,7,4
65684,Women Tops & Tunics,10,17,8,8,11,0,6,8,5,3,6
31082,Kurtis,9,12,6,6,1,7,3,4,8,10,4
62424,Women Tops & Tunics,10,2,3,8,13,0,6,8,5,9,5
7776,Sarees,10,8,2,0,2,12,3,4,1,5,3
51449,Women Tops & Tunics,10,17,1,2,11,0,4,9,5,11,4
32045,Kurtis,9,4,6,6,1,7,3,4,8,10,4
32456,Kurtis,9,3,6,6,1,7,3,4,8,10,4
35411,Women Tshirts,8,6,4,8,10,3,5,6,3,7,4
41808,Women Tshirts,8,2,8,2,10,4,5,6,3,7,4
65090,Women Tops & Tunics,10,2,8,8,11,0,4,8,5,11,4
31813,Kurtis,9,5,6,6,1,7,3,4,8,10,4
36876,Women Tshirts,8,0,6,6,12,11,5,6,3,7,4
64513,Women Tops & Tunics,10,3,3,6,14,0,3,8,3,7,4
69229,Women Tops & Tunics,10,5,8,2,4,0,4,5,5,11,4
12591,Sarees,10,8,14,9,0,8,3,4,10,8,3
11182,Sarees,10,15,13,0,5,8,1,10,10,7,3
64101,Women Tops & Tunics,10,8,6,6,4,7,6,8,3,7,2
48438,Women Tshirts,8,17,6,8,7,4,3,6,3,7,4
16757,Sarees,10,15,13,0,5,8,1,10,10,7,3
11769,Sarees,10,8,14,9,0,12,3,4,10,3,8
909,Men Tshirts,5,2,9,6,16,7,3,4,3,7,4
52785,Women Tops & Tunics,10,8,6,6,11,7,3,8,2,7,4
21523,Sarees,10,15,13,0,5,8,1,10,10,7,3
24167,Sarees,10,8,13,0,2,12,3,4,10,5,3
43307,Women Tshirts,8,0,8,8,10,3,5,6,3,7,4
62017,Women Tops & Tunics,10,0,6,6,11,7,6,4,2,7,2
16197,Sarees,10,15,14,0,5,1,7,1,9,2,3
68929,Women Tops & Tunics,10,11,1,2,11,0,4,9,5,11,4
65128,Women Tops & Tunics,10,11,8,2,11,0,4,5,5,11,7
43007,Women Tshirts,8,0,8,8,10,4,5,6,3,7,4
9602,Sarees,10,15,14,9,0,8,1,10,10,4,3
10826,Sarees,10,8,14,9,0,8,3,4,10,6,8
6204,Men Tshirts,5,8,6,6,2,10,3,4,3,7,4
15120,Sarees,10,15,13,0,5,8,1,10,10,7,3
26053,Kurtis,9,5,0,3,1,6,6,8,8,10,4
5098,Men Tshirts,5,8,7,10,12,10,3,4,3,7,4
5963,Men Tshirts,5,6,9,7,7,10,3,4,3,7,4
795,Men Tshirts,5,2,9,7,2,10,3,4,3,7,4
54140,Women Tops & Tunics,10,8,2,8,11,7,4,4,3,7,4
20251,Sarees,10,14,12,0,2,8,3,11,7,13,8
45225,Women Tshirts,8,8,6,6,7,3,3,4,3,7,4
11952,Sarees,10,15,14,9,0,8,1,10,10,3,3
47582,Women Tshirts,8,11,8,2,10,13,5,6,3,7,4
25532,Sarees,10,8,13,0,2,8,3,4,10,3,3
14119,Sarees,10,8,14,9,0,8,3,4,10,6,8
54217,Women Tops & Tunics,10,11,6,6,11,7,3,4,3,7,4
48986,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
44542,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
69506,Women Tops & Tunics,10,17,2,2,4,0,6,8,5,11,2
47787,Women Tshirts,8,8,6,6,7,7,5,6,1,7,4
61700,Women Tops & Tunics,10,8,3,6,7,0,3,1,5,11,4
36633,Women Tshirts,8,0,4,8,10,4,5,6,3,7,4
67287,Women Tops & Tunics,10,8,6,6,4,7,3,4,3,7,4
11998,Sarees,10,8,14,9,18,8,3,4,10,5,3
64494,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,2
37731,Women Tshirts,8,5,1,2,10,9,5,6,3,7,4
5068,Men Tshirts,5,6,7,7,7,7,3,4,3,7,4
43369,Women Tshirts,8,17,8,2,10,3,5,6,1,7,4
17944,Sarees,10,15,12,9,0,8,1,10,10,8,8
23959,Sarees,10,8,13,6,5,12,3,4,1,3,3
18346,Sarees,10,8,14,0,2,12,3,11,10,3,3
7442,Sarees,10,15,13,0,5,8,1,10,10,7,3
67496,Women Tops & Tunics,10,17,8,8,11,0,6,8,6,12,4
42397,Women Tshirts,8,6,8,8,10,2,5,6,3,7,4
903,Men Tshirts,5,6,6,6,2,5,3,4,3,7,4
65571,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,4
14138,Sarees,10,15,14,9,0,12,1,10,10,1,8
53175,Women Tops & Tunics,10,11,6,6,7,0,6,4,3,7,4
1939,Men Tshirts,5,6,9,7,2,10,3,4,3,7,4
27818,Kurtis,9,13,0,1,1,7,0,1,5,10,4
61483,Women Tops & Tunics,10,11,6,6,7,7,3,4,2,7,2
10326,Sarees,10,8,14,9,0,12,3,4,10,5,3
61384,Women Tops & Tunics,10,2,8,8,11,0,4,9,5,11,7
10301,Sarees,10,14,14,9,2,12,3,7,10,3,3
69860,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,3,4
15766,Sarees,10,8,14,9,18,12,3,4,10,4,3
35757,Women Tshirts,8,2,8,2,12,11,5,6,3,7,4
19262,Sarees,10,8,14,0,2,12,3,11,10,3,3
29714,Kurtis,9,1,0,6,1,7,3,8,8,10,4
17328,Sarees,10,8,12,9,0,12,3,4,10,8,3
61573,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,9,4
53016,Women Tops & Tunics,10,1,3,8,11,0,4,5,6,12,4
53043,Women Tops & Tunics,10,8,6,6,4,7,3,4,3,7,4
51452,Women Tops & Tunics,10,17,3,2,17,8,6,8,2,11,4
42030,Women Tshirts,8,6,6,2,10,2,5,6,3,7,4
60833,Women Tops & Tunics,10,0,8,6,7,7,3,8,3,7,4
31288,Kurtis,9,6,0,6,1,7,3,4,8,10,4
55245,Women Tops & Tunics,10,8,6,6,7,7,6,4,8,9,4
49893,Women Tshirts,8,17,6,6,7,13,5,6,3,7,4
24757,Sarees,10,8,12,9,0,8,3,4,10,8,3
68658,Women Tops & Tunics,10,8,6,6,15,7,3,4,3,7,2
65207,Women Tops & Tunics,10,11,8,6,7,7,6,8,3,7,4
21740,Sarees,10,15,14,9,0,8,1,10,10,5,8
46375,Women Tshirts,8,18,8,8,10,13,5,6,3,7,4
43843,Women Tshirts,8,6,6,8,7,13,3,4,3,7,4
46818,Women Tshirts,8,2,8,2,10,13,5,6,3,7,4
68915,Women Tops & Tunics,10,8,8,2,11,0,4,1,2,7,4
18937,Sarees,10,15,14,9,0,8,1,10,10,6,8
47764,Women Tshirts,8,0,8,8,10,13,5,6,3,7,4
20697,Sarees,10,2,14,0,2,12,3,11,10,5,3
54805,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,4
21349,Sarees,10,15,14,9,0,8,1,10,10,6,3
44042,Women Tshirts,8,2,8,2,10,13,5,6,3,7,4
53843,Women Tops & Tunics,10,8,6,6,4,7,3,4,2,7,4
5361,Men Tshirts,5,17,7,10,12,10,3,4,3,7,4
67769,Women Tops & Tunics,10,6,6,8,7,7,3,1,3,11,4
22462,Sarees,10,8,14,9,0,8,3,4,10,1,3
13068,Sarees,10,8,14,9,0,12,0,4,10,8,3
46262,Women Tshirts,8,18,8,8,10,13,5,6,3,7,4
46462,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
47128,Women Tshirts,8,6,6,8,7,13,3,4,3,7,4
21815,Sarees,10,8,14,9,0,8,3,4,10,3,3
55049,Women Tops & Tunics,10,10,3,6,17,0,6,8,2,11,2
52004,Women Tops & Tunics,10,8,6,6,14,7,3,4,5,9,4
43003,Women Tshirts,8,2,1,2,10,13,5,6,3,7,4
26382,Kurtis,9,0,0,1,1,2,0,1,8,10,4
24034,Sarees,10,15,13,0,5,8,1,10,10,7,3
9928,Sarees,10,8,12,9,0,12,3,4,10,5,3
41894,Women Tshirts,8,0,8,2,10,13,2,6,3,7,4
14205,Sarees,10,8,14,9,0,12,3,4,10,8,8
549,Men Tshirts,5,0,7,10,12,10,3,4,3,7,4
3347,Men Tshirts,5,17,7,10,12,10,3,4,3,7,4
69930,Women Tops & Tunics,10,0,3,2,11,0,6,8,5,11,2
67613,Women Tops & Tunics,10,2,6,6,7,7,3,4,3,7,4
37111,Women Tshirts,8,0,4,8,10,4,5,6,3,7,4
52482,Women Tops & Tunics,10,18,3,8,11,0,6,8,2,11,4
50415,Women Tshirts,8,17,8,2,10,13,5,6,3,7,4
48625,Women Tshirts,8,5,8,2,10,13,5,6,3,7,4
5430,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
50309,Women Tshirts,8,17,6,6,10,7,3,4,3,7,4
10849,Sarees,10,2,14,0,2,1,3,11,7,13,8
16816,Sarees,10,14,14,9,2,1,3,7,7,13,8
47774,Women Tshirts,8,2,6,2,7,7,3,4,3,7,4
33645,Women Tshirts,8,18,8,2,10,3,2,0,3,7,4
39442,Women Tshirts,8,8,8,8,10,9,5,6,1,7,4
37839,Women Tshirts,8,17,8,2,10,9,2,6,3,7,4
64427,Women Tops & Tunics,10,2,8,6,7,7,3,8,3,11,2
3909,Men Tshirts,5,2,9,7,16,10,3,4,3,7,4
68506,Women Tops & Tunics,10,17,8,2,11,0,4,3,5,11,7
48076,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
23993,Sarees,10,8,14,9,0,8,3,4,10,6,3
52199,Women Tops & Tunics,10,1,3,2,11,0,6,8,5,11,2
50304,Women Tshirts,8,17,6,6,7,7,3,4,3,7,4
31474,Kurtis,9,7,6,6,8,6,3,4,5,10,4
61631,Women Tops & Tunics,10,6,3,2,11,0,4,1,8,3,4
66750,Women Tops & Tunics,10,17,3,2,2,0,6,8,6,12,4
8928,Sarees,10,15,13,9,2,14,0,7,4,13,3
12692,Sarees,10,8,14,0,0,8,3,4,10,6,3
23898,Sarees,10,8,12,9,0,8,3,4,10,8,3
70200,Women Tops & Tunics,10,2,3,6,7,0,3,8,5,9,4
286,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
6279,Men Tshirts,5,8,9,6,12,10,3,4,3,7,4
59249,Women Tops & Tunics,10,2,8,6,7,7,3,8,3,7,4
66014,Women Tops & Tunics,10,8,6,6,7,7,3,8,3,9,4
15309,Sarees,10,8,14,9,0,8,3,4,10,8,3
2988,Men Tshirts,5,0,9,7,2,10,3,4,3,7,4
41014,Women Tshirts,8,0,8,2,10,3,5,6,3,7,4
67194,Women Tops & Tunics,10,2,3,2,4,0,6,8,5,11,4
53822,Women Tops & Tunics,10,2,8,2,11,0,4,5,5,11,1
38794,Women Tshirts,8,2,8,8,10,9,5,6,3,7,4
59928,Women Tops & Tunics,10,3,1,2,11,0,4,9,5,11,4
7156,Men Tshirts,5,8,9,6,7,10,3,4,3,7,4
21272,Sarees,10,14,12,9,6,8,3,11,7,13,3
19972,Sarees,10,15,14,0,6,1,3,11,7,13,3
18846,Sarees,10,15,13,0,5,8,1,10,10,7,3
22336,Sarees,10,8,13,0,5,14,3,1,9,3,3
3114,Men Tshirts,5,17,9,7,16,10,3,4,3,7,4
35700,Women Tshirts,8,5,4,8,10,3,5,6,3,7,4
6545,Men Tshirts,5,8,9,6,7,7,3,4,3,7,4
34029,Women Tshirts,8,18,1,2,10,13,0,4,3,7,4
45458,Women Tshirts,8,17,8,8,10,3,5,6,3,7,4
50711,Women Tshirts,8,17,6,8,10,13,5,6,3,7,4
31397,Kurtis,9,18,6,3,1,7,3,4,5,10,4
11772,Sarees,10,15,13,0,2,12,3,7,10,5,3
29665,Kurtis,9,4,6,6,8,6,3,4,8,10,4
10734,Sarees,10,8,5,5,2,8,1,10,9,3,3
58285,Women Tops & Tunics,10,2,2,8,11,0,6,8,8,3,1
25612,Sarees,10,8,12,9,0,8,3,4,10,8,8
55913,Women Tops & Tunics,10,0,6,6,7,7,3,4,3,7,4
20973,Sarees,10,8,13,6,5,14,3,4,3,7,3
54674,Women Tops & Tunics,10,11,1,2,11,0,4,9,5,11,4
26693,Kurtis,9,13,11,3,1,6,0,1,8,10,4
23523,Sarees,10,2,5,5,6,12,1,11,10,1,3
51728,Women Tops & Tunics,10,1,3,8,4,0,6,8,5,7,2
46683,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
28981,Kurtis,9,13,0,6,1,7,3,8,8,10,4
61572,Women Tops & Tunics,10,0,6,6,7,7,6,4,2,11,4
55273,Women Tops & Tunics,10,8,8,6,2,0,6,4,3,11,4
27153,Kurtis,9,13,11,1,1,6,0,1,8,10,4
30801,Kurtis,9,13,0,6,1,7,3,4,8,10,4
63113,Women Tops & Tunics,10,6,3,8,11,0,4,1,5,11,2
3637,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
58816,Women Tops & Tunics,10,6,8,8,11,0,4,2,5,11,7
66112,Women Tops & Tunics,10,8,6,6,7,7,3,4,3,3,4
6318,Men Tshirts,5,17,6,7,7,10,3,4,3,7,4
22771,Sarees,10,8,14,9,0,8,3,4,10,6,3
56056,Women Tops & Tunics,10,6,3,8,4,0,4,1,2,7,4
22048,Sarees,10,15,13,0,5,8,1,10,10,7,3
10696,Sarees,10,8,13,0,2,14,3,11,1,3,3
12404,Sarees,10,8,2,9,2,7,3,11,3,3,3
39570,Women Tshirts,8,11,8,8,10,9,5,6,3,7,4
50244,Women Tshirts,8,17,6,8,10,13,5,6,3,7,4
48586,Women Tshirts,8,17,8,8,10,4,5,6,3,7,4
42719,Women Tshirts,8,11,1,8,10,13,5,6,3,7,4
14435,Sarees,10,8,6,6,5,7,3,4,3,7,4
6593,Men Tshirts,5,8,9,7,7,7,3,4,3,7,4
19422,Sarees,10,8,14,9,0,12,3,4,10,8,3
17378,Sarees,10,14,13,0,2,12,3,11,1,3,3
14341,Sarees,10,15,13,5,5,8,1,10,10,7,3
65052,Women Tops & Tunics,10,8,6,8,17,7,3,4,3,7,2
25116,Sarees,10,8,14,9,0,8,3,4,10,5,8
31803,Kurtis,9,5,6,6,1,7,3,8,6,12,4
67753,Women Tops & Tunics,10,0,3,8,4,0,4,1,2,7,2
6319,Men Tshirts,5,8,6,7,16,7,3,4,3,7,4
13383,Sarees,10,8,6,6,5,7,3,4,3,7,4
56257,Women Tops & Tunics,10,17,1,2,11,0,4,9,5,11,4
59460,Women Tops & Tunics,10,18,3,8,13,0,6,8,5,9,5
20198,Sarees,10,15,10,9,18,1,3,7,10,13,3
27410,Kurtis,9,7,0,3,1,2,6,8,8,10,4
52312,Women Tops & Tunics,10,2,8,8,13,0,6,8,5,7,5
7791,Sarees,10,15,13,9,5,8,1,10,10,7,3
56552,Women Tops & Tunics,10,8,6,8,7,7,3,8,3,9,4
28235,Kurtis,9,6,0,1,1,7,0,1,8,10,4
67679,Women Tops & Tunics,10,17,8,8,14,0,6,8,5,9,4
42005,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
8966,Sarees,10,15,13,0,5,8,1,10,10,7,3
20673,Sarees,10,15,13,5,5,8,1,10,10,7,3
10033,Sarees,10,15,13,9,5,8,1,10,10,7,3
44137,Women Tshirts,8,0,8,8,10,13,5,6,3,7,4
62051,Women Tops & Tunics,10,11,2,6,7,7,3,3,3,7,4
4451,Men Tshirts,5,2,9,6,2,7,3,4,3,7,4
13342,Sarees,10,15,14,9,0,8,1,10,10,6,3
14241,Sarees,10,8,2,6,2,12,3,11,10,3,3
48714,Women Tshirts,8,17,8,2,10,3,5,6,3,7,4
441,Men Tshirts,5,2,7,10,12,10,3,4,3,7,4
21084,Sarees,10,14,2,9,2,14,3,4,10,5,3
19813,Sarees,10,8,14,9,0,8,3,4,10,6,3
16314,Sarees,10,14,14,0,2,8,1,1,7,13,3
19786,Sarees,10,8,14,0,2,12,3,11,10,3,3
37217,Women Tshirts,8,18,8,8,2,2,5,6,3,7,4
2342,Men Tshirts,5,6,7,10,12,10,3,4,3,7,4
25170,Sarees,10,15,14,9,0,12,1,10,10,8,3
12,Men Tshirts,5,6,9,7,7,5,3,4,3,7,4
60239,Women Tops & Tunics,10,8,8,8,7,7,3,4,8,7,4
36958,Women Tshirts,8,6,6,8,2,2,5,6,3,7,4
66879,Women Tops & Tunics,10,8,6,6,7,7,3,4,2,7,4
35867,Women Tshirts,8,2,8,2,10,3,2,6,3,7,4
10991,Sarees,10,15,14,9,0,8,1,10,10,6,8
57947,Women Tops & Tunics,10,11,1,2,11,0,4,9,5,11,4
35746,Women Tshirts,8,17,4,4,10,3,5,6,3,7,4
24900,Sarees,10,2,14,9,2,12,3,7,1,3,3
39869,Women Tshirts,8,2,8,8,10,2,5,6,3,7,4
21262,Sarees,10,8,14,9,18,12,3,4,10,5,3
38095,Women Tshirts,8,2,8,2,10,3,5,6,3,7,4
47734,Women Tshirts,8,8,6,6,10,9,3,4,3,7,4
22679,Sarees,10,8,14,9,0,12,3,4,10,6,8
43349,Women Tshirts,8,0,8,8,10,4,5,6,3,7,4
46779,Women Tshirts,8,2,8,8,10,7,3,6,3,7,4
48247,Women Tshirts,8,11,8,8,10,13,5,6,3,7,4
43695,Women Tshirts,8,2,6,6,7,7,3,4,3,7,4
21317,Sarees,10,8,14,9,0,8,3,4,10,4,8
6013,Men Tshirts,5,6,6,7,2,10,3,4,3,7,4
43197,Women Tshirts,8,2,8,2,10,4,3,4,3,7,4
70068,Women Tops & Tunics,10,8,8,6,11,0,3,8,5,9,4
